Číslo;Název;Pořadové číslo;Příjmení, jméno;Tituly;Věk;Navrhující strana;Politická příslušnost;Hlasy abs.;Hlasy v %;Pořadí zvolení/náhradníka;Mandát;Rok
8;Pol.hn.JIHOČEŠI 2012 a SPORT;18;Leštinová Kateřina;Mgr.;26;PRO ZS;BEZPP;794;2.11;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;39;Leštinová Šárka;;40;BPI;BEZPP;159;1.84;0;False;2014
4;Toryové;18;Liška Martin;;47;TOR;BEZPP;567;2.19;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;36;Lišková Barbora;MgA.;34;HOPB;HOPB;3149;2.12;28;False;2014
3;Česká str.sociálně demokrat.;18;Lohonka Petr;Ing.;62;ČSSD;ČSSD;3562;2.23;9;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;2;Ludačková Jana;Bc.;39;BPI;ČS;309;3.59;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;34;Lukeš Julius;prof. RNDr. CSc.;51;HOPB;HOPB;3332;2.25;26;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;36;Lukšová Jiřina;;76;JIH 12;BEZPP;708;1.88;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;15;Lysina Miroslav;Ing. M.A.;58;PRO ZS;PRO ZS;816;2.17;0;False;2014
4;Toryové;38;Mačí Jana;Ing.;45;TOR;BEZPP;530;2.05;0;False;2014
10;TOP 09;9;Mádl Jan;Bc.;29;TOP 09;TOP 09;1703;2.47;2;False;2014
14;ŽENY 2014;12;Mahrová Pavla;Ing.;29;SNK ED;BEZPP;528;2.33;0;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;40;Mach Jan;;27;KDU-ČSL;KDU-ČSL;1143;1.97;37;False;2014
3;Česká str.sociálně demokrat.;4;Mach Jaroslav;Ing.;49;ČSSD;ČSSD;3711;2.33;4;True;2014
9;Křesť.demokr.unie-Čs.str.lid.;1;Mach Radek;Bc.;41;KDU-ČSL;KDU-ČSL;1509;2.61;1;False;2014
10;TOP 09;28;Macháček Petr;;28;TOP 09;TOP 09;1491;2.16;24;False;2014
14;ŽENY 2014;22;Majerová Bohdana;Mgr. Bc.;39;NK;BEZPP;503;2.22;0;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;21;Malík Štěpán;;43;KDU-ČSL;KDU-ČSL;1262;2.18;18;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;6;Malina Tomáš;Mgr.;53;Piráti;BEZPP;1132;2.73;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;25;Mareček Jiří;Ing.;55;Zelení;BEZPP;873;2.1;0;False;2014
2;Komunistická str.Čech a Moravy;27;Marek Oskar;PhDr.;84;KSČM;KSČM;2361;2.19;21;False;2014
2;Komunistická str.Čech a Moravy;23;Marešová Anna;;35;KSČM;KSČM;2427;2.25;17;False;2014
4;Toryové;25;Marešová Jana;;71;TOR;BEZPP;541;2.09;0;False;2014
14;ŽENY 2014;9;Marchalová Eva;Mgr.;48;NK;BEZPP;526;2.32;0;False;2014
14;ŽENY 2014;45;Marková Jitka;MUDr.;54;NK;BEZPP;396;1.75;0;False;2014
17;Občanská demokratická strana;29;Maroš Petr;Ing.;37;ODS;ODS;1236;2.18;26;False;2014
2;Komunistická str.Čech a Moravy;18;Maroušek Milan;;67;KSČM;KSČM;2390;2.21;12;False;2014
13;OBČANÉ PRO BUDĚJOVICE;3;Maršík Martin;Ing. Ph.D.;48;HOPB;HOPB;3622;2.44;6;True;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;6;Martan Josef;MUDr.;49;PRO ZS;BEZPP;1039;2.77;0;False;2014
7;Strana svobodných občanů;42;Martínek Jan;;26;Svobodní;BEZPP;694;1.98;0;False;2014
4;Toryové;20;Martínek Michal;;50;TOR;BEZPP;592;2.29;0;False;2014
14;ŽENY 2014;42;Maříková Bohuslava;;64;NK;BEZPP;422;1.86;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;22;Mašková Ivana;;48;JIH 12;BEZPP;732;1.95;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;20;Matějčková Helena;;59;PRO ZS;PRO ZS;750;2.0;0;False;2014
10;TOP 09;38;Matějka Michal;;29;TOP 09;BEZPP;1416;2.05;34;False;2014
1;Úsvit pro Budějovice;1;Matlášek Walter;Ing.;51;NK;BEZPP;825;3.06;0;False;2014
1;Úsvit pro Budějovice;16;Matlášek ml. Walter;;24;NK;BEZPP;586;2.17;0;False;2014
16;ANO 2011;4;Matoušek Pavel;Mgr. MBA;46;ANO;ANO;5116;2.37;4;True;2014
1;Úsvit pro Budějovice;21;Matoušová Jana;Ing.;43;Úsvit;BEZPP;583;2.16;0;False;2014
16;ANO 2011;24;Maule Pavel;Ing.;33;ANO;ANO;4807;2.23;12;False;2014
17;Občanská demokratická strana;14;Menzelová Jana;Mgr.;62;ODS;ODS;1276;2.25;11;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;26;Mertl František;;46;PRO ZS;PRO ZS;778;2.07;0;False;2014
3;Česká str.sociálně demokrat.;38;Meruňka Karel;Ing. CSc.;71;ČSSD;ČSSD;3402;2.13;29;False;2014
2;Komunistická str.Čech a Moravy;32;Měšťan Zdeněk;RSDr.;64;KSČM;KSČM;2347;2.17;26;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;30;Mezera Petr;;41;KDU-ČSL;BEZPP;1253;2.17;27;False;2014
16;ANO 2011;10;Michl Jan;;59;ANO;ANO;4931;2.28;10;True;2014
14;ŽENY 2014;40;Mikesková Dana;;49;NK;BEZPP;440;1.94;0;False;2014
4;Toryové;19;Mikolášová Lenka;;36;TOR;BEZPP;552;2.13;0;False;2014
17;Občanská demokratická strana;35;Minář Petr;Ing.;70;ODS;ODS;1167;2.06;32;False;2014
2;Komunistická str.Čech a Moravy;34;Minařík Václav;;79;KSČM;BEZPP;2355;2.18;28;False;2014
13;OBČANÉ PRO BUDĚJOVICE;25;Mládek Zdeněk;;35;NK;BEZPP;3296;2.22;17;False;2014
7;Strana svobodných občanů;10;Mlčoch Jan;;37;Svobodní;BEZPP;868;2.47;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;1;Mlčoch Svatomír;JUDr.;59;Zelení;Zelení;1477;3.56;0;False;2014
14;ŽENY 2014;7;Mlynářová Alena;Mgr.;48;NK;BEZPP;578;2.55;0;False;2014
1;Úsvit pro Budějovice;32;Mokolo Eliška;;27;Úsvit;BEZPP;549;2.03;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;2;Moravec Ivo;Ing.;50;HOPB;HOPB;3625;2.44;5;True;2014
16;ANO 2011;40;Mottlová Andrea;;41;ANO;BEZPP;4526;2.09;28;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;8;Mraček Lumír;MUDr.;62;JIH 12;SNK ED;1520;4.05;0;False;2014
3;Česká str.sociálně demokrat.;29;Mráčková Jana;Mgr.;51;ČSSD;ČSSD;3512;2.2;20;False;2014
2;Komunistická str.Čech a Moravy;33;Mrklas Jiří;;73;KSČM;KSČM;2347;2.17;27;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;15;Mrzenová Helena;;60;BPI;BEZPP;177;2.05;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;11;Mucková Alena;;58;BPI;BEZPP;184;2.13;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;26;Musil Vladimír;Ing. arch.;58;Zelení;BEZPP;923;2.23;0;False;2014
1;Úsvit pro Budějovice;27;Musilová Renata;Mgr.;39;NK;BEZPP;615;2.28;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;3;Nadberežná Jarmila;;57;BPI;BEZPP;258;3.0;0;False;2014
2;Komunistická str.Čech a Moravy;1;Nadberežný Ivan;Mgr.;63;KSČM;KSČM;2629;2.44;1;True;2014
16;ANO 2011;19;Nádravská Andrea;Ing.;45;ANO;BEZPP;4850;2.25;7;False;2014
4;Toryové;6;Nedorostová Eva;;34;TOR;BEZPP;608;2.35;0;False;2014
10;TOP 09;24;Nechlebová Markéta;;20;TOP 09;BEZPP;1496;2.17;20;False;2014
6;DOMA v Budějcích;36;Nelz Jiří;;25;NK;BEZPP;630;1.99;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;4;Němcová Martina;;40;JIH 12;JIH 12;995;2.65;0;False;2014
1;Úsvit pro Budějovice;19;Netušilová Alena;Bc.;25;Úsvit;BEZPP;580;2.15;0;False;2014
16;ANO 2011;32;Neubergerová Ivana;;50;ANO;BEZPP;4722;2.19;20;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;43;Neumannová Zita;;33;Piráti;BEZPP;784;1.89;0;False;2014
10;TOP 09;4;Nevečeřal Jiří;Ing.;33;TOP 09;TOP 09;1605;2.32;3;False;2014
13;OBČANÉ PRO BUDĚJOVICE;43;Neveklovská Petra;;42;NK;BEZPP;2809;1.89;35;False;2014
16;ANO 2011;39;Niederle Vlastimil;;57;ANO;BEZPP;4564;2.11;27;False;2014
6;DOMA v Budějcích;24;Niedlová Dalena;;60;NK;BEZPP;659;2.09;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;27;Nikodem Jiří;;49;BPI;BEZPP;172;2.0;0;False;2014
6;DOMA v Budějcích;30;Novák Hubert;;51;NK;BEZPP;672;2.13;0;False;2014
16;ANO 2011;37;Novák Ivan;Mgr.;64;ANO;BEZPP;4659;2.16;25;False;2014
2;Komunistická str.Čech a Moravy;16;Novák Jaroslav;;62;KSČM;KSČM;2388;2.21;10;False;2014
1;Úsvit pro Budějovice;36;Novák Jiří;;37;NK;BEZPP;559;2.07;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;38;Novák Ladislav;Ing.;68;PRO ZS;BEZPP;779;2.07;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;24;Novák Michal;Ing.;34;STAN;STAN;3208;2.16;16;False;2014
2;Komunistická str.Čech a Moravy;41;Nováková Anna;;78;KSČM;KSČM;2296;2.13;35;False;2014
6;DOMA v Budějcích;32;Nováková Kateřina;;21;NK;BEZPP;673;2.13;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;20;Novotný Jan;;27;NK;BEZPP;3251;2.19;12;False;2014
16;ANO 2011;21;Novotný Petr;Ing.;40;ANO;ANO;4836;2.24;9;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;34;Nový Ivan;;68;BPI;BEZPP;202;2.34;0;False;2014
3;Česká str.sociálně demokrat.;31;Ortman Rudolf;;71;ČSSD;ČSSD;3477;2.18;22;False;2014
4;Toryové;40;Oulíková Eva;Mgr.;71;TOR;BEZPP;516;1.99;0;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;25;Pakandlová Věra;Ing.;56;KDU-ČSL;KDU-ČSL;1255;2.17;22;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;40;Palivec Hynek;;48;BPI;BEZPP;152;1.76;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;27;Panská Romana;;42;Zelení;BEZPP;872;2.1;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;12;Paroubek Michal;;37;JIH 12;BEZPP;877;2.33;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;1;Paukejová Marie;Ing.;59;BPI;ČS;576;6.69;0;False;2014
3;Česká str.sociálně demokrat.;24;Paulík Tomáš;Mgr.;34;ČSSD;ČSSD;3541;2.22;15;False;2014
6;DOMA v Budějcích;33;Pavlíčková Jitka;;38;NK;BEZPP;649;2.05;0;False;2014
2;Komunistická str.Čech a Moravy;25;Pavliš Josef;;62;KSČM;KSČM;2376;2.2;19;False;2014
2;Komunistická str.Čech a Moravy;30;Pavlišová Anna;;33;KSČM;BEZPP;2394;2.22;24;False;2014
3;Česká str.sociálně demokrat.;17;Pech Pavel;Mgr.;40;ČSSD;ČSSD;3576;2.24;8;False;2014
14;ŽENY 2014;30;Pejsarová Hana;;59;NK;BEZPP;465;2.05;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;37;Peka Kolafová Monika;Mgr.;38;Změna;BEZPP;836;2.02;0;False;2014
17;Občanská demokratická strana;27;Pelech Petr;Mgr.;34;ODS;ODS;1212;2.14;24;False;2014
17;Občanská demokratická strana;34;Pešek Jan;Bc.;40;ODS;ODS;1188;2.1;31;False;2014
16;ANO 2011;36;Pešek Petr;;37;ANO;BEZPP;4623;2.14;24;False;2014
4;Toryové;36;Petr Dalibor;;68;TOR;BEZPP;522;2.02;0;False;2014
7;Strana svobodných občanů;22;Petr Pavel;Ing.;62;Svobodní;BEZPP;786;2.24;0;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;3;Petr Petr;doc. MUDr. Ph.D.;66;KDU-ČSL;KDU-ČSL;1618;2.8;3;True;2014
10;TOP 09;35;Petrák Jan;;41;TOP 09;TOP 09;1440;2.08;31;False;2014
17;Občanská demokratická strana;11;Petráš Vladimír;;45;ODS;ODS;1276;2.25;8;False;2014
17;Občanská demokratická strana;31;Petrášová Libuše;;45;ODS;ODS;1203;2.12;28;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;19;Petrmanová Marie;Ing. arch.;60;KDU-ČSL;KDU-ČSL;1264;2.18;16;False;2014
14;ŽENY 2014;25;Petrovičová Milena;;62;NK;BEZPP;475;2.1;0;False;2014
3;Česká str.sociálně demokrat.;37;Petrovka Michal;;51;ČSSD;ČSSD;3406;2.13;28;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;13;Píhová Ivana;;60;BPI;BEZPP;196;2.27;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;41;Pícha Bohumír;;60;PRO ZS;BEZPP;664;1.77;0;False;2014
17;Občanská demokratická strana;43;Pícha Stanislav;;56;ODS;ODS;1055;1.86;40;False;2014
2;Komunistická str.Čech a Moravy;6;Pikous Jan;Bc.;23;KSČM;KSČM;2490;2.31;6;True;2014
13;OBČANÉ PRO BUDĚJOVICE;29;Pikous Martin;;21;NK;BEZPP;3266;2.2;21;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;37;Písecká Věra;;57;BPI;BEZPP;159;1.84;0;False;2014
1;Úsvit pro Budějovice;22;Pitnerová Monika;;25;NK;BEZPP;568;2.1;0;False;2014
1;Úsvit pro Budějovice;39;Placer Jan;;67;NK;BEZPP;542;2.01;0;False;2014
1;Úsvit pro Budějovice;33;Placerová Klára;;44;NK;BEZPP;558;2.07;0;False;2014
14;ŽENY 2014;6;Plášilová Alena;;59;NK;BEZPP;527;2.33;0;False;2014
7;Strana svobodných občanů;45;Plášilová Dana;Mgr.;45;Svobodní;BEZPP;641;1.83;0;False;2014
17;Občanská demokratická strana;39;Plecer Radek;;48;ODS;ODS;1139;2.01;36;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;42;Plos Jaroslav;;64;Zelení;BEZPP;767;1.85;0;False;2014
3;Česká str.sociálně demokrat.;2;Podhola Petr;Mgr.;32;ČSSD;ČSSD;3974;2.49;2;True;2014
7;Strana svobodných občanů;20;Polák Jaroslav;Ing. Mgr.;36;Svobodní;BEZPP;796;2.27;0;False;2014
14;ŽENY 2014;19;Poláková Milada;Mgr.;65;NK;BEZPP;480;2.12;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;10;Popelová Ivana;Ing.;53;HOPB;HOPB;3444;2.32;4;False;2014
7;Strana svobodných občanů;7;Popp František;Ing.;56;Svobodní;Svobodní;874;2.49;0;False;2014
16;ANO 2011;29;Pořádková Alexandra;;59;ANO;BEZPP;4735;2.19;17;False;2014
17;Občanská demokratická strana;9;Pospíšil Jiří;PhDr.;65;ODS;ODS;1359;2.4;6;False;2014
16;ANO 2011;28;Postránecký Karel;;59;ANO;ANO;4738;2.19;16;False;2014
14;ŽENY 2014;34;Postřihačová Marie;;53;NK;BEZPP;451;1.99;0;False;2014
14;ŽENY 2014;44;Pourová Radka;;42;NK;BEZPP;401;1.77;0;False;2014
17;Občanská demokratická strana;23;Poustka David;;39;ODS;ODS;1227;2.17;20;False;2014
14;ŽENY 2014;36;Povišerová Barbora;;21;NK;BEZPP;450;1.99;0;False;2014
14;ŽENY 2014;20;Povišerová Martina;;41;SNK ED;BEZPP;497;2.2;0;False;2014
1;Úsvit pro Budějovice;6;Pražák Karel;;69;Úsvit;BEZPP;795;2.94;0;False;2014
1;Úsvit pro Budějovice;18;Pražák Martin;Bc.;27;NK;BEZPP;604;2.24;0;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;27;Pražáková Kateřina;Mgr. Ph.D.;35;KDU-ČSL;BEZPP;1272;2.2;24;False;2014
3;Česká str.sociálně demokrat.;15;Procházka Miloslav;Ing.;63;ČSSD;ČSSD;3574;2.24;6;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;18;Procházková Eva;;21;Zelení;BEZPP;885;2.13;0;False;2014
4;Toryové;21;Procházková Jana;Bc.;30;TOR;BEZPP;554;2.14;0;False;2014
10;TOP 09;17;Procházková Mira;;27;TOP 09;BEZPP;1509;2.18;13;False;2014
14;ŽENY 2014;1;Procházková Světlana;Ing.;52;SNK ED;BEZPP;746;3.3;0;False;2014
3;Česká str.sociálně demokrat.;36;Prokešová Denisa;;39;ČSSD;ČSSD;3422;2.14;27;False;2014
7;Strana svobodných občanů;30;Prokešová Hana;Ing.;39;Svobodní;BEZPP;769;2.19;0;False;2014
3;Česká str.sociálně demokrat.;6;Průcha Josef;JUDr.;73;ČSSD;ČSSD;3676;2.3;6;True;2014
13;OBČANÉ PRO BUDĚJOVICE;13;Průša Jan;;33;HOPB;HOPB;3293;2.22;7;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;36;Předota Martin;Ing.;43;Zelení;BEZPP;853;2.06;0;False;2014
3;Česká str.sociálně demokrat.;40;Přibyl David;Ing.;29;ČSSD;ČSSD;3358;2.1;31;False;2014
13;OBČANÉ PRO BUDĚJOVICE;14;Přibylová Veronika;Ing.;30;HOPB;HOPB;3340;2.25;8;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;44;Pšenička Jan;;78;KDU-ČSL;KDU-ČSL;978;1.69;41;False;2014
17;Občanská demokratická strana;8;Ptáčník Jan;Mgr.;27;ODS;ODS;1322;2.33;5;False;2014
7;Strana svobodných občanů;14;Punčochář Jiří;Ing.;49;Svobodní;BEZPP;823;2.35;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;34;Rais Jaromír;Ing.;57;Piráti;BEZPP;866;2.09;0;False;2014
17;Občanská demokratická strana;30;Rajnoha Martin;;41;ODS;ODS;1202;2.12;27;False;2014
6;DOMA v Budějcích;1;Rataj Stanislav;Ing.;52;DOMA;BEZPP;1459;4.62;0;False;2014
2;Komunistická str.Čech a Moravy;45;Rataj Vlastimil;;63;KSČM;KSČM;2133;1.98;39;False;2014
16;ANO 2011;3;Richtrová Eliška;Ing.;55;ANO;ANO;5283;2.45;1;True;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;23;Rob Luboš;;44;PRO ZS;PRO ZS;1052;2.8;0;False;2014
1;Úsvit pro Budějovice;5;Robenhaupt Zdeněk;;58;NK;BEZPP;674;2.5;0;False;2014
2;Komunistická str.Čech a Moravy;7;Roháček Karel;RNDr. CSc.;59;KSČM;KSČM;2506;2.32;1;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;35;Rokůsek Michal;Bc.;31;KDU-ČSL;KDU-ČSL;1205;2.08;32;False;2014
14;ŽENY 2014;8;Rubešová Zuzana;;63;NK;BEZPP;522;2.31;0;False;2014
6;DOMA v Budějcích;21;Ryneš Vratislav;;56;NK;BEZPP;673;2.13;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;17;Rynešová Jolana;;39;BPI;BEZPP;190;2.2;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;35;Rynešová Lucie;;36;BPI;BEZPP;163;1.89;0;False;2014
3;Česká str.sociálně demokrat.;28;Řeháček Michael;;41;ČSSD;ČSSD;3496;2.19;19;False;2014
10;TOP 09;26;Řezníček Tomáš;Bc.;36;TOP 09;TOP 09;1493;2.16;22;False;2014
7;Strana svobodných občanů;5;Řimnáč Petr;Ing.;36;Svobodní;Svobodní;888;2.53;0;False;2014
14;ŽENY 2014;5;Sabáčková Tereza;Mgr.;33;SNK ED;BEZPP;639;2.82;0;False;2014
4;Toryové;37;Sedláček Jiří;;60;TOR;BEZPP;522;2.02;0;False;2014
16;ANO 2011;45;Schacherl Martin;PhDr. Ph.D.;39;ANO;ANO;3955;1.83;33;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;21;Schleiss Martin;;42;JIH 12;BEZPP;789;2.1;0;False;2014
2;Komunistická str.Čech a Moravy;38;Schmidtmayerová Marta;;69;KSČM;KSČM;2329;2.16;32;False;2014
13;OBČANÉ PRO BUDĚJOVICE;33;Schmidtmayerová Petra;Bc.;25;NK;BEZPP;3194;2.15;25;False;2014
13;OBČANÉ PRO BUDĚJOVICE;32;Schoř Josef;Ing.;58;NK;BEZPP;3183;2.15;24;False;2014
2;Komunistická str.Čech a Moravy;19;Schötz Richard;;48;KSČM;KSČM;2412;2.24;13;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;14;Schüller Jiří;;24;BPI;BEZPP;181;2.1;0;False;2014
17;Občanská demokratická strana;21;Schwarz Petr;;50;ODS;ODS;1232;2.18;18;False;2014
3;Česká str.sociálně demokrat.;30;Síč Petr;;68;ČSSD;ČSSD;3463;2.17;21;False;2014
1;Úsvit pro Budějovice;42;Sieber Adam;;26;NK;BEZPP;523;1.94;0;False;2014
1;Úsvit pro Budějovice;17;Sikora Josef;Ing.;49;Úsvit;BEZPP;626;2.32;0;False;2014
1;Úsvit pro Budějovice;43;Simajchlová Ivana;Ing.;37;NK;BEZPP;533;1.97;0;False;2014
3;Česká str.sociálně demokrat.;27;Simotová Marie;;65;ČSSD;ČSSD;3500;2.19;18;False;2014
1;Úsvit pro Budějovice;11;Simotová Martina;Ing.;43;NK;BEZPP;654;2.42;0;False;2014
3;Česká str.sociálně demokrat.;39;Singer Jan;Ing. CSc.;72;ČSSD;ČSSD;3373;2.11;30;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;26;Siváková Květa;;52;BPI;BEZPP;172;2.0;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;35;Slaba Martin;Mgr.;40;NK;BEZPP;3199;2.16;27;False;2014
13;OBČANÉ PRO BUDĚJOVICE;9;Sláma David;Ing. Mgr.;26;HOPB;HOPB;3371;2.27;3;False;2014
2;Komunistická str.Čech a Moravy;28;Slavíčková Kamila;;71;KSČM;KSČM;2361;2.19;22;False;2014
17;Občanská demokratická strana;36;Sloboda Kamil;;45;ODS;ODS;1156;2.04;33;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;36;Smolek Tomáš;Ing.;32;KDU-ČSL;BEZPP;1211;2.09;33;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;24;Smolková Dana;Ing.;61;KDU-ČSL;KDU-ČSL;1252;2.16;21;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;43;Smrčka Miloslav;;86;PRO ZS;BEZPP;649;1.73;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;2;Smrčka Vladislav;MUDr.;61;PRO ZS;BEZPP;1766;4.71;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;20;Snížek Petr;;24;BPI;BEZPP;176;2.04;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;41;Snížková Marie;;48;BPI;BEZPP;152;1.76;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;29;Snížková Veronika;;29;BPI;BEZPP;249;2.89;0;False;2014
14;ŽENY 2014;16;Solfronková Markéta;;36;NK;BEZPP;488;2.16;0;False;2014
10;TOP 09;12;Souček Oldřich;Ing.;48;TOP 09;TOP 09;1566;2.27;9;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;9;Součková Hana;;46;BPI;BEZPP;186;2.16;0;False;2014
10;TOP 09;11;Soukupová Jana;;21;TOP 09;TOP 09;1549;2.24;8;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;29;Srdečný Karel;Ing.;44;Zelení;BEZPP;888;2.14;0;False;2014
17;Občanská demokratická strana;2;Stašek Martin;Ing.;34;ODS;ODS;1445;2.55;3;True;2014
17;Občanská demokratická strana;10;Stehel Vojtěch;Ing.;28;ODS;ODS;1257;2.22;7;False;2014
6;DOMA v Budějcích;5;Stierandová Alice;;49;NK;BEZPP;836;2.65;0;False;2014
1;Úsvit pro Budějovice;15;Strnadová Zdeňka;;57;NK;BEZPP;600;2.22;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;16;Strumínská Marie;;61;BPI;BEZPP;175;2.03;0;False;2014
7;Strana svobodných občanů;29;Struska Svatopluk;;36;Svobodní;BEZPP;776;2.21;0;False;2014
10;TOP 09;33;Stýblo Martin;Ing.;30;TOP 09;TOP 09;1479;2.14;29;False;2014
14;ŽENY 2014;21;Suchá Jana;;45;NK;BEZPP;504;2.23;0;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;14;Suchánek Rudolf;;52;PRO ZS;PRO ZS;968;2.58;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;23;Suchanová Kateřina;Bc.;23;NK;BEZPP;3230;2.18;15;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;19;Svačina Petr;Ing.;48;JIH 12;BEZPP;803;2.14;0;False;2014
2;Komunistická str.Čech a Moravy;43;Svoboda Daniel;;61;KSČM;BEZPP;2257;2.09;37;False;2014
4;Toryové;5;Svoboda Jan;;33;TOR;BEZPP;616;2.38;0;False;2014
16;ANO 2011;1;Svoboda Jiří;Ing.;54;ANO;BEZPP;5190;2.4;2;True;2014
16;ANO 2011;44;Svoboda Michal;;55;ANO;BEZPP;4168;1.93;32;False;2014
1;Úsvit pro Budějovice;7;Svoboda Radek;Ing. Ph.D.;47;NK;BEZPP;736;2.73;0;False;2014
3;Česká str.sociálně demokrat.;44;Sýkorová Helena;;74;ČSSD;ČSSD;3095;1.94;35;False;2014
3;Česká str.sociálně demokrat.;9;Sýkorová Jaroslava;;59;ČSSD;ČSSD;3630;2.28;9;True;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;12;Syrovátka Milan;;66;Zelení;Zelení;894;2.16;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;22;Šádek Jaroslav;;47;HOPB;HOPB;3214;2.17;14;False;2014
8;Pol.hn.JIHOČEŠI 2012 a SPORT;31;Šafránek Josef;;51;PRO ZS;BEZPP;725;1.93;0;False;2014
15;Č. BUDĚJOVICE JISTOTA DOMOVA;32;Šafratová Vladimíra;;51;BPI;BEZPP;164;1.9;0;False;2014
10;TOP 09;10;Šaldová Antonie;Ing.;56;TOP 09;TOP 09;1621;2.35;7;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;11;Šámal Vladimír;Ing.;62;Změna;BEZPP;1004;2.42;0;False;2014
7;Strana svobodných občanů;27;Šára Jaromír;DiS.;29;Svobodní;BEZPP;779;2.22;0;False;2014
6;DOMA v Budějcích;20;Šatánek Ctibor;Ing.;67;NK;BEZPP;671;2.12;0;False;2014
17;Občanská demokratická strana;1;Šebek Michal;;43;ODS;ODS;1447;2.56;2;True;2014
